,YYYYMM,DATE,04.46.036,04.46.037,06.01.010.001.001,06.02.021.424,06.02.021.426,06.02.023.525,12508,13.01.005.002.001,13.01.005.002.002,13.01.005.002.020,13.01.006.002.001,13.01.006.002.002,13.01.006.002.020,13.01.009.005,13.03.006.001.001,13.03.006.001.002,13.03.006.001.026,13.03.007.001.005,14.09.002.003,14.09.002.004,14.09.005.001,14.09.005.011,14.09.005.012,14.09.005.013,14.09.005.014,14948,14970,19597,20651,24447,29454,29820,29894,30213,30234,30236,30879,30916,30932,40482,43515,43520,45376,45378,45390,46204,46206,46218,53163,533973,533979,541309,58618,69813,86174,88944,94431,97726,97730,97738,98499,DV
10,200412,24060,-0.5536580411565856,0.04797978797112753,-0.2879233255946101,1.5034852121892457,1.672191405768257,-0.11090284691966523,0.039321654351896815,-0.097946622601708,-0.17059239487089622,-0.08643208228523531,0.4830727990264029,-0.12464307364203368,0.9101288579657989,-0.28379310899069143,-1.151108864327354,-0.6837257712838151,-1.0468869359335558,-1.0229764134094104,-0.26392995007219394,-1.3316234366279982,-0.5566704349066833,-0.3154442970430557,-0.10516330082669345,0.01377841484635686,-0.019870470424720323,0.9772496189131943,0.7063498140366855,-0.5863401707942153,0.40893410013278914,-2.035640181248037,0.6419749311455629,-0.9061795080638675,-1.2262850725314471,-0.24057364256122019,0.10536890691025454,-0.3871766542632863,-0.40179643832635403,-0.039696004232614504,-1.2361737263878163,0.051540614172216434,-2.4549307070566497,-0.512420236685488,-0.26287016584988526,0.26576339733046456,0.08537256803083619,-0.6879443482047166,0.06002734750645767,-0.27507633396369513,0.00773798172775726,-0.14496084244772936,0.20222824270961165,-0.3336500392462231,0.36282569536093595,1.6925772600101536,0.12062494291533507,-0.7270507274506537,0.8060091940683312,-2.0438263634772014,0.5978635662461339,1.5407596920772475,1.2183011267534267,2.7614586622180846
11,200501,24061,0.25079327364167825,0.29732881797557725,1.7781689082045302,-0.1986548142913741,0.1867818088270318,-0.11090284691964633,0.5898248152777212,-0.9003958912644974,-0.06860835418999439,-0.8602429670214589,-1.074930525115163,0.12200239119929439,-0.1426005744611158,0.4175006639912227,-0.3505281330790747,-0.20552559817989474,-0.3791668823546989,-0.3515531821990343,0.4592960888028425,-1.1705558343209295,-0.5641441354717843,-0.5797811631471659,-0.3044514633497709,0.4797620631813802,-0.27699379559964854,0.799279561587314,0.2825322713336049,0.4406408158377934,1.6548058663401732,0.7865962799394938,1.5157741429823501,-0.17838891777107024,2.0040333267261934,-0.7999803484490808,-0.29370946515563656,0.4920401854187121,-0.938981640265218,0.0005909437523266989,-1.1927587224040697,-0.0643888004274462,-3.027765246453885,-1.3059875995208141,-0.08096945447290323,0.45277245652846915,0.4582898151090261,1.0748662460990095,1.1230439696395214,0.5397473419498331,-0.14295425217555788,0.008900598035133114,0.29112080838291726,0.057374047985905674,-0.4960794015694422,2.0276733640122626,1.029951435661637,0.16062527558531856,0.036136864451423736,-2.422222555489157,0.32035414564271936,1.2005953300808123,1.0258289820041597,2.5750364182697245
12,200502,24062,-0.6821873141541457,-0.5036673883489438,0.3122990897712035,-0.5227885300905831,-0.17376648901739764,-0.11090284691971565,0.8650763957406687,-0.8516138229065887,-0.7829651304420098,-1.3529053553341224,-0.03910740667737137,-1.1864565274762968,-0.5150043751865128,-0.5328127651776168,-0.441156301603359,-0.7348183061411349,-0.4546115135810754,-0.49566434223935213,0.11560112165957191,-1.1169714806450592,-0.43331706038733825,-0.25236390854097757,0.05275822177551149,0.02313196682017617,0.09383924372945505,0.6747005214590932,0.29503426374372216,-0.0028282465715038724,0.20128880576477967,-2.659157538952468,0.4235251281862079,0.12783104580181529,-0.9430421231184632,-0.6206285801494266,0.03054171214789219,-0.7478774729630344,-0.9279624566358244,0.013180614997624813,-1.7220683930664251,-0.5168355435177232,-0.05413372028361883,-1.4743200704252823,1.2168752932805924,1.4467530059536178,0.26219884173912206,-0.8912311334789951,0.9256735862119808,-0.6823440356807592,-0.47836599860549356,-0.4357137115955544,-0.7798557065839842,-0.4954531098250861,-1.4075705248424983,0.6872889480040454,0.272179358373056,0.26576231342614415,1.883830455531913,0.1822352203291422,0.2800557479313338,0.2223878692012487,0.8738772887810689,2.3082773740009066
13,200503,24063,-0.2982291096657118,0.007861131286176208,0.8310842930038398,-0.3344405600991642,-0.005839884541896545,-0.11090284691965263,0.1769474445834038,1.7694846255971481,1.5260087462268854,2.0696924414743862,1.3530733066436993,1.4757526033121904,0.6015241006247194,-0.4426696850750209,-0.41605239755070456,-0.44588485288538576,-0.4338316775698861,-0.3469154024434063,0.8320173347301356,-0.8233921307571511,0.06998176602673559,0.4584198234234438,0.014959829438265543,0.949693352349286,0.410878968386998,1.0219591698999828,0.3558772934729774,1.0504107766505368,1.4471605719723761,0.0646288131240183,1.7342239459417426,1.2993612183881134,0.3720144277275568,-0.9408995949697869,-0.06922788086856749,0.6847700294738263,-1.4714085583621923,-0.02584736586279359,-0.20178601519357842,0.8936390007779464,0.23045923559527143,0.7200139252936296,-0.22688575943360956,1.4139099898615857,-0.31307226159640866,-0.769636464816278,1.4495250869474432,-0.8666161228276245,0.2945393301243632,0.03492128282269904,0.045432879645114506,0.5832340273669312,-0.653837480597467,2.6978655720162283,0.08273633905089084,0.5952804218994712,3.7315240466124258,-0.13189115582831287,0.3599480259116009,0.24587988315132497,0.5193233379271497,2.0673982934107147
14,200504,24064,-0.7815937989142249,-0.05178485907382764,-0.46889490811747314,-0.37211015409744824,-0.04782153566076568,-0.11090284691965893,-1.0616846674999596,-0.9178391147073558,-0.3915269033700193,-0.9982321194657927,-0.3509474819197643,-0.004239253544881134,-0.6809336531804727,0.2466632169181773,0.11719815321878757,-0.3764535511042848,0.011502050019649993,0.06597194852622437,0.08726709467136515,-0.8800455086309794,-0.08862060821915797,-0.08015483803763929,-0.16679409198117476,0.04348883111610073,0.06685671789043461,0.4919556577171512,0.29503426374372554,-0.2581147134189231,0.4089341001327596,0.8194129829765163,0.8604247341047319,0.5515644974557519,-0.727237971184757,-0.28754672473495074,-0.24382466864739102,-0.7261064042803608,0.03421262301328434,-0.14670820981762997,-0.6902048100107728,-0.07565971573572935,-1.141424756846478,-0.6386695898638348,-0.32953114435230824,1.4674681268170455,-0.6166811798095984,-0.9465654945726677,0.2735957248258605,-0.47789968738479294,-0.13809321237220704,-0.04314077153993522,0.618096747618671,-0.22578132552700989,-0.6713661560450279,1.692577260010168,0.19640215064417937,0.8185968136677535,0.03613686445141717,-1.039503374390796,0.26216100489166105,0.14627374400319262,0.9549181918333938,1.7057511111111165
15,200505,24065,1.3891578571845182,0.09104006222891779,-0.9876801113494663,-0.5911194215293546,-0.2762511079252081,1.5830012645794744,1.2779537664351233,0.8457663268217355,0.11335181998913406,-1.0596558031595649,-0.9280501761222938,-0.002369188540996526,-0.29436614674848954,0.18106322274047962,-0.2356866196129339,-0.12701069033082205,-0.28308268401987047,-0.195615102606456,-0.4824722320980801,-1.0246491216828393,-0.24100946935616363,-0.29863066225992796,-0.29076648999011134,-0.20827638201314014,-0.47465648488611345,0.42988317430834283,-0.065439850748074,-0.678243298859319,0.20128880576480918,0.26152903134625854,0.6419749311455009,-0.6223087354756838,0.655257377140544,-0.590736618765989,-0.0941702791226977,0.12279830323144264,-0.4290939614092894,-0.039696004232620916,-0.29290704099668136,-0.48624305910947724,0.562484350787284,-0.6266458419420928,-0.39400069627214884,0.4961199488031247,0.015974363520192214,-0.9003584961483481,0.87009771061749,0.6104558483164544,-0.05059449591224403,-0.073686792812302,-0.510576713494956,0.5832340273669121,-0.6450731428736878,0.35219284400205536,-0.06881807640681717,-0.19391278619699617,0.036136864451404044,-0.09700182722157802,-0.11010601172891578,-0.2615476181694432,1.0055687562410947,2.100177777777782
16,200506,24066,0.2419618143927616,0.5790356412813,-1.5094815076230466,-0.8942282476550357,-0.6306256335462614,-0.11090284691943839,0.03932165435186552,-0.580100291571878,0.42925099162399455,0.4715655382179681,0.6239198224781991,-0.4031969603617716,0.649229157846124,0.24809337928002162,0.2684220522437509,-0.26165920449177266,0.13742344779561863,0.2999270148865406,0.7935088162324532,-0.7409823155440931,-0.05070623739238569,-0.13969305011662972,-0.1483790061729653,-0.3305206778096502,-0.16984311404215524,0.5097526634498214,-0.44925101773876736,0.6156943931046648,-1.0445829604426635,0.3599791404580024,-1.7609729014060396,0.3080664569689721,-0.322605186309059,-0.6462502613345991,0.10536890691025945,-0.052131438065570204,-0.03490771066277905,-0.039696004232616225,-1.027680742140272,-0.2511639683935182,-0.4372396224282396,-0.42825400123326124,-0.33415232628968783,0.9453075110979889,0.6211366569565422,-0.905877287504145,0.5037422213727129,-0.010337143345731522,0.06607045936775294,-0.1155461552966018,0.8630670774408651,-0.751641304908045,-0.7414808578352514,-1.3232876760077708,-0.29614969959338244,-0.2199974183700813,0.036136864451404044,-0.4354895240552813,-0.35563034044252345,-0.635540480253919,1.1777806752273035,1.4901222222222354
17,200507,24067,-0.26216731773265567,0.45736533145984903,0.3122990897716321,-0.9231374709560547,-0.6849548291118556,-0.11090284691971565,-0.6488072968055169,-0.4396040719826084,-0.26985342872737,-0.09554237376584857,-0.4560202723645781,-0.34169318389902703,-0.24943333399495304,-0.3680709164857481,0.7880850496758803,-0.11877166167929396,0.716894323175149,0.7522790819349437,0.1314907152035886,-0.6222654497900838,-0.03358815803816734,-0.5651053176589771,-0.2688870632123173,0.3246404004464592,-0.5800369542219671,0.9629251996649878,-0.6684526179962083,0.3793720637943799,-0.006356488603099983,-0.19790481117258182,-0.6687238866098724,0.48848210354721905,0.3315511492399847,-0.8469534306225444,0.05548411040201368,0.02838006793712906,-0.76367644615896,-0.0396960042326178,-0.09981123839453482,0.06281152948051331,-0.15629529418884447,0.257099630306331,-0.26663501567081666,0.8122459155949473,0.2658947602209192,-0.6553897812511075,-0.547203481940554,0.061829218619469724,-0.1332321725688825,-0.09178813875146442,-1.0248260364061739,0.9203237577394248,-0.3821430111603122,-0.317999364001958,-1.0539217768819968,-0.17687792436961056,-1.1956588629356295,0.10743739654418305,-0.6575160645566782,-0.9522128283004898,0.9245278531887604,1.3275455555555606
18,200508,24068,-0.5756315528592285,-0.03726453403340282,0.049890295113962854,-0.9555508425359632,-0.7207627080073635,-0.11090284691962743,0.039321654351834226,-0.3130390515356483,0.004380380703938223,-0.12646835147930827,0.04954768873487966,0.11549743662108802,0.17364734507436966,-0.20324336518042796,-0.4546800363725134,-0.17510101640285844,-0.07945231416005974,-0.4477522416052257,0.4596341652612328,-0.35665331309115716,0.19925652898241256,-0.3378676781877449,-0.10458472990814627,-0.655759146443765,-0.20376117283870704,0.9438259740008141,-0.6755370803619416,0.7367731173808296,-1.044582960442687,1.0819466072730815,-0.6687238866099097,-0.1311672400452792,-0.42376338252798246,-0.44554709204694504,-0.44336385468034034,0.28094450118958225,0.15667582289508464,0.015698549246680828,-0.287606371905639,0.1545889827052124,-0.39710471839404293,-0.1937909167591751,-0.21646972350155325,-0.4528970350885717,0.18590282639368524,-0.8510056766155032,-0.35665983923371974,-1.0439560456500572,-0.46864391899882973,-0.2818522711126453,-0.6763121630499624,-0.17184696866750387,-0.6187801297023429,-1.3232876760078804,-0.10670668027123771,0.26922251973484734,0.0361368644514303,-0.4976782220630863,-0.739733250097218,-1.422053107301157,0.8333568372549064,1.7210766666666748
19,200509,24069,0.470002708570033,-0.040393914430043254,0.5716916913868144,-0.8714512838421239,-0.6485295729940233,-0.11090284691970935,0.8650763957406687,0.5911725189257163,0.06178257976395139,0.588662167943189,0.6623124638383416,-0.1302690276285121,-0.9713551062557834,0.24828085374692374,0.2540164608957899,0.06009839814864453,0.1602872789321413,0.24890562581961953,-0.07576625266390193,-0.33197080954888725,0.36266936499001934,0.07585696758859052,-0.12619494409524837,0.4504493569955267,0.14727587384902424,0.1568510619717894,-0.4254972321595381,-0.043674081267083525,-0.21400178297106223,-0.19790481117252354,-0.6687238866099531,0.7970451274653487,0.05505207957492262,-0.7615478266706667,-0.01934308436033777,0.28675902463095054,-0.04091817446122643,-0.0950905577119191,-0.35676748290301336,-0.09015089256069662,0.879914955421414,3.786069645339229,-0.25324796549485634,-0.21782448801510856,-0.5200697895138485,-1.0161712880598346,-0.40876804084848917,-0.7677110542060385,-0.06031657551890171,-0.5183011024429581,0.6976106941307987,0.8394222224499669,-0.3646143357127334,-0.6530954680039194,0.461622377695191,1.148647261573165,0.03613686445141717,1.5805015759294654,-0.5521907069019134,-1.1185362870667086,0.9245278531887812,1.0506988888889017
20,200510,24070,0.6946266691093362,0.4405292649259188,-1.2470727129646915,-0.5578300128796546,-0.30032881959632324,-0.11090284691962743,0.039321654351877254,-0.020859976343630262,-0.2015799886810258,0.07890459961277811,-0.1449583954089359,0.19292653256942252,0.25273894961791643,0.48454153335744327,0.508017263154151,-0.41408783280650846,0.3560625902420798,0.49983391996990206,-0.6811162997162387,-0.485197347104219,0.3629785480376551,0.1591293221320201,-0.03977061794452538,0.6594681011040854,0.08232625902023229,1.3366623200494416,-0.27630678939876696,-0.857673215557775,-0.006356488603064573,-0.1322714050983152,-0.013374477732148459,-0.1582025517203442,0.1157469973062809,-0.3259792465134862,-0.06922788086857222,-0.6934733736486824,-0.0982680165323216,-0.03969600423261711,-0.5703087234277401,-0.20286004564367688,2.6020672012525536,1.429415052676729,-0.4913824477810178,-0.24703133927482032,-0.3138022837753479,-0.8803906147327887,-0.8998822167641947,-0.4548192445435663,0.10009773799107093,-0.3961170173536036,0.23820785500701736,-2.4910243136301573,0.8974502965115146,0.017096740000098712,-0.18248388800009926,-0.20801978114776168,-2.58142905624596,2.366919284594884,-0.4288297027189752,-3.236576264801907,1.0055687562411129,1.2898600000000107
21,200511,24071,-0.4075184178710077,0.17515780729066055,-1.7688741092387859,-0.5849871620412213,-0.32996292626847,-0.11090284691972195,0.3145732348148169,0.30054869617350194,-0.06400658458288083,0.721362164482218,-0.1681166608961427,0.33400962953559543,0.2709690296621201,-0.38472400556050057,-0.12261172014826911,-0.7329663942018321,-0.17393343932135505,-0.1459769110107528,-0.5474473076233982,-0.6501472874889365,0.1603037295749786,-0.19405063412357784,-0.12328319739075887,-0.3778776378035093,-0.14231235083595548,0.867429071343757,-0.3784063940814149,-0.5542470149619894,-0.6292923717068216,-0.16508810813555927,-0.013374477732185712,-1.1224620014644358,0.19667355428141936,-0.6419799811372321,0.5293896772302555,0.5304730067465515,-0.310136865409017,-0.03969600423262102,0.22352957615886287,0.7245752711534584,0.8616718172240337,-2.177709323847512,-0.32759213254935404,-0.6786183946235217,-0.1019163905045801,-0.9532814745263606,-0.6311723928052619,-0.38025025336878093,0.05148733995774395,-0.5782618108664412,-0.18924189906813374,1.270897077326796,-0.5048437392931997,-0.9881915720059999,-0.22037249186453164,-0.5859807779427104,0.036136864451404044,0.4553513330365712,-0.530280214439949,-1.2820407041589743,0.7016653697948991,1.2384577777777932
