,YYYYMM,DATE,06.01.010.001.001,06.02.021.424,06.02.021.426,06.02.023.525,13.01.005.002.001,13.01.005.002.002,13.01.005.002.020,13.01.006.002.001,13.01.006.002.002,13.01.006.002.020,13.01.009.005,13.03.006.001.001,13.03.006.001.002,13.03.006.001.026,13.03.007.001.005,13.06.001.001,13.06.001.002,14.09.002.003,14.09.002.004,14.09.005.001,14.09.005.011,14.09.005.012,14.09.005.013,14.09.005.014,14948,14970,19597,20651,24447,29454,29820,29894,30213,30234,30236,30879,30916,30932,40482,43515,43520,45376,45378,45390,46204,46206,46218,53163,533973,533979,541309,58618,69813,86174,88944,94431,97726,97730,97738,98499
67,200909,24117,97.7679977417,97.6299972534,95.2300033569,108.970001221,2189255.0,8363325.0,3387117.0,4612594.0,5092463.0,2897354.0,41.6528015137,1219.15454102,1332.41772461,178.541305542,1214.99084473,3258.19995117,3972.89990234,67.6679992676,69.4680023193,253.922805786,379.615692139,696.133300781,257.419006348,441.524688721,0.680199980736,2351.0,68.2200012207,144.0,21.4400005341,164.0,603.119995117,3.67000007629,442.829986572,0.300000011921,2919329.0,12756.7597656,24.4300003052,99.9599990845,64.5500030518,512.0,481.0,309207936.0,5359425.0,144853664.0,1399468.0,-3.00133251585e-10,963612.0,12.6300001144,67.6399993896,8229.41015625,15.8299999237,8.01000022888,79.0,183.0,433.619995117,47.0,7570.0,16674.0,4537.0,946.0
68,200910,24118,97.5090026855,94.25,89.8700027466,108.970001221,2014270.0,8178383.0,3190152.0,4777082.0,4802771.0,2726210.0,35.7350006104,1175.24755859,1300.77575684,172.142303467,1174.80004883,3202.89990234,3546.10009766,73.1699981689,75.823600769,269.88269043,379.705413818,688.184509277,265.672698975,432.050415039,0.590799987316,2746.0,71.5500030518,144.0,21.3199996948,160.0,625.5,4.19999980927,448.029998779,0.540000021458,2285990.0,12832.2998047,15.6599998474,61.7900009155,45.4799995422,565.0,481.0,304696288.0,5259465.0,141433536.0,5540686.0,2120.0,2384658.0,11.2700004578,71.0699996948,8459.0,15.3400001526,5.65999984741,79.0,176.0,440.600006104,47.0,9617.0,18445.0,4510.0,964.0
69,200911,24119,97.6809997559,97.2099990845,94.5500030518,108.970001221,2101005.0,8162747.0,3485644.0,4390745.0,5006994.0,2714512.0,44.5690994263,1164.23327637,1304.43005371,170.516098022,1163.1809082,4165.0,4851.10009766,77.6894989014,78.1825027466,274.26550293,403.148010254,714.077026367,280.853485107,454.709503174,0.529600024223,3941.0,76.6500015259,145.0,21.3400001526,159.0,650.0,1.78999996185,452.820007324,0.5,2133205.0,12878.2900391,39.4300003052,92.1999969482,51.0699996948,639.0,470.0,303170688.0,5177340.0,139613440.0,4843123.0,-2.78078005067e-10,810903.0,13.2899999619,78.8000030518,7271.66992188,15.029999733,5.65999984741,78.0,180.0,471.880004883,49.0,11603.0,24800.0,4397.0,982.0
70,200912,24120,98.0260009766,97.6299972534,95.5199966431,108.970001221,2066035.0,9103779.0,3357742.0,5156185.0,5308459.0,2907218.0,30.8911991119,1166.45446777,1300.8059082,170.833602905,1166.05444336,708.700012207,2181.69995117,75.5130996704,74.6031036377,276.578094482,416.109008789,764.962219238,293.959991455,478.767700195,0.473800003529,3572.0,74.0800018311,145.0,21.3199996948,156.0,652.5,2.34999990463,457.540008545,0.5,2458309.0,12929.9599609,34.1399993896,76.1999969482,62.1599998474,753.0,592.0,301472960.0,5049886.0,138629792.0,3467511.0,1022.0,3329621.0,17.1900005341,83.0999984741,8240.98046875,15.2600002289,5.21000003815,78.0,187.0,463.0,49.0,18857.0,23044.0,4401.0,993.0
71,201001,24121,98.8000030518,96.4400024414,95.7399978638,103.040000916,1878147.0,8846332.0,3057631.0,4197886.0,4919401.0,2711877.0,-7.33599996567,1138.81994629,1248.25549316,166.796005249,1138.77001953,-599.5,891.0,76.7454986572,78.4088973999,281.422088623,428.474700928,833.604187012,290.625213623,493.53729248,0.421799987555,3168.0,72.3199996948,144.0,21.3799991608,154.0,665.5,5.53999996185,461.029998779,0.560000002384,3040611.0,12971.9199219,25.0100002289,118.510002136,46.6300010681,1126.0,884.0,300061440.0,4931980.0,139076848.0,14207418.0,8029.0,1016952.0,16.3500003815,97.0,8158.04003906,14.1400003433,5.84000015259,78.0,198.0,484.200012207,51.0,23273.0,22485.0,4436.0,1027.0
72,201002,24122,99.0,102.209999084,102.470001221,103.040000916,1952908.0,7955158.0,3406523.0,4900738.0,4658409.0,2870690.0,19.9934997559,1157.08422852,1281.72363281,169.429397583,1156.83154297,-549.200012207,633.200012207,73.5954971313,76.4605026245,270.346801758,417.153594971,772.778869629,287.341491699,476.019989014,0.388300001621,2678.0,73.4300003052,145.0,21.3999996185,153.0,663.75,2.93000006676,468.010009766,0.469999998808,2567438.0,13061.5302734,14.0500001907,67.2399978638,49.3800010681,944.0,802.0,306574240.0,4821496.0,133666048.0,5464973.0,-4.11546352552e-10,2656877.0,13.4600000381,94.1900024414,7225.43994141,15.4200000763,6.11000013351,79.0,205.0,460.380004883,55.0,16344.0,20269.0,5042.0,1125.0
73,201003,24123,99.1999969482,98.0999984741,97.6699981689,99.3899993896,2125090.0,9761444.0,4072594.0,5756169.0,5801537.0,3723622.0,17.5296993256,1137.64086914,1255.83898926,166.641799927,1136.11364746,1216.5,2772.0,77.3447036743,81.2900009155,273.37298584,433.184692383,830.34777832,291.159088135,499.009490967,0.386999994516,3207.0,78.6900024414,145.0,21.4599990845,154.0,676.880004883,5.44000005722,472.660003662,0.600000023842,4210613.0,13114.7197266,7.21000003815,133.729995728,59.0099983215,968.0,753.0,306816800.0,4710535.0,133049144.0,9016963.0,1209.0,1294800.0,15.8400001526,94.3799972534,9178.79980469,15.4899997711,7.26999998093,80.0,213.0,462.25,60.0,17856.0,24032.0,5317.0,1129.0
74,201004,24124,99.5999984741,98.4499969482,98.0800018311,99.3899993896,2197414.0,9911802.0,4338650.0,5609422.0,6260262.0,3690735.0,38.0218009949,1117.10900879,1195.31005859,163.657699585,1115.71362305,724.5,3333.89990234,83.6446990967,84.5752029419,276.760894775,441.511413574,850.979003906,294.69229126,510.281890869,0.462599992752,3043.0,83.7600021362,150.0,21.2800006866,159.0,716.0,3.00999999046,479.809997559,0.340000003576,2563920.0,13240.3095703,30.7199993134,172.460006714,55.3300018311,959.0,699.0,307208576.0,4578016.0,128090168.0,9256004.0,-5.00222085975e-12,3889115.0,13.5399999619,100.150001526,10022.0595703,16.2000007629,6.5,85.0,219.0,481.299987793,66.0,15767.0,23072.0,6275.0,1119.0
75,201005,24125,99.6999969482,102.540000916,102.870002747,99.3899993896,2261728.0,9607114.0,4157896.0,4874170.0,6036086.0,3501601.0,40.1948013306,1163.10522461,1265.22521973,170.353103638,1168.40515137,4923.10009766,3625.39990234,76.8444976807,74.1175003052,259.570495605,432.260498047,767.845214844,292.14050293,490.171508789,0.645799994469,3838.0,76.2699966431,151.0,21.3799991608,163.0,714.380004883,3.0,485.970001221,0.469999998808,2630383.0,13382.0498047,13.8900003433,121.260002136,51.9000015259,1047.0,718.0,309747552.0,4336724.0,128456904.0,12988713.0,1808.0,1413464.0,11.0399999619,100.129997253,11632.7597656,16.3899993896,7.30000019073,86.0,226.0,456.380004883,71.0,19961.0,27823.0,8241.0,1124.0
76,201006,24126,99.5999984741,106.809997559,107.800003052,99.3899993896,2368373.0,9551000.0,4467266.0,5576956.0,6148876.0,3687325.0,66.7488021851,1212.33325195,1333.59143066,177.739501953,1214.01904297,5087.10009766,5347.70019531,74.0467987061,75.4045028687,258.0809021,420.938598633,717.414001465,290.033996582,476.168609619,0.752300024033,3088.0,74.5999984741,153.0,21.4599990845,165.0,702.380004883,3.63000011444,492.149993896,0.409999996424,3435344.0,13481.7597656,9.36999988556,142.669998169,47.1699981689,911.0,681.0,316668768.0,4211469.0,126794928.0,11907696.0,6553.0,4898286.0,11.529999733,98.1900024414,9723.25,16.2299995422,6.65999984741,88.0,229.0,440.0,77.0,16583.0,22993.0,10278.0,1152.0
77,201007,24127,99.8000030518,101.529998779,102.099998474,99.3899993896,2485476.0,9878814.0,4540970.0,5695860.0,6035353.0,3506441.0,50.018901825,1207.30444336,1377.66625977,178.153106689,1204.94091797,4779.0,4934.89990234,72.6059036255,76.3827972412,262.431396484,424.891296387,728.298095703,284.228607178,475.070007324,0.719299972057,1910.0,75.75,153.0,21.4099998474,166.0,692.5,4.78999996185,498.690002441,1.0,4587165.0,13615.0595703,7.46999979019,259.549987793,51.3400001526,824.0,822.0,320889568.0,4070861.0,127936320.0,8603776.0,184144.0,4975429.0,13.3299999237,95.9800033569,8878.78027344,15.9799995422,7.11000013351,89.0,215.0,438.799987793,83.0,16244.0,15934.0,10865.0,1192.0
78,201008,24128,100.300003052,100.589996338,100.970001221,99.3899993896,2413491.0,9612204.0,4050745.0,5479688.0,5830150.0,3274563.0,12.0599002838,1179.92272949,1380.18811035,173.873596191,1180.04089355,1668.5,2224.0,74.1723022461,76.6830978394,269.782714844,449.028686523,804.578308105,294.983703613,498.840393066,0.574000000954,2432.0,73.7799987793,152.0,21.5100002289,167.0,694.380004883,1.95000004768,506.450012207,0.759999990463,2137919.0,13867.1396484,7.94999980927,106.38999939,44.6100006104,773.0,717.0,312399968.0,3917561.0,126254824.0,5706082.0,26492.0,4321369.0,12.8400001526,89.7799987793,9708.25976563,16.7199993134,8.02000045776,90.0,215.0,447.5,83.0,12156.0,18798.0,11538.0,1212.0
79,201009,24129,101.099998474,96.3899993896,96.1100006104,99.3899993896,2377542.0,9714202.0,4149301.0,5371262.0,5866008.0,3316216.0,44.0909996033,1167.01049805,1384.16943359,172.784194946,1162.93676758,3674.19995117,4407.29980469,75.2033004761,75.5199966431,278.375213623,472.25,852.163024902,309.470794678,517.338623047,0.480699986219,2719.0,78.8499984741,150.0,21.5,167.0,694.380004883,3.40000009537,511.559997559,0.140000000596,3509471.0,13965.5800781,1.89999997616,112.88999939,52.6599998474,689.0,659.0,308942240.0,3822407.0,128629792.0,6201385.0,181889.0,4938658.0,15.3199996948,94.9000015259,9022.66992187,16.25,8.38000011444,90.0,219.0,440.25,83.0,9482.0,20806.0,11875.0,1200.0
80,201010,24130,101.099998474,93.0699996948,92.2300033569,99.3899993896,2666568.0,10348324.0,4777593.0,5435658.0,6569309.0,3197839.0,63.3923988342,1123.44763184,1371.08996582,168.446105957,1122.23327637,5489.10009766,5403.20019531,80.2846984863,81.9747009277,295.447113037,488.820404053,894.738708496,328.802490234,539.01751709,0.455700010061,2693.0,84.4899978638,150.0,21.5799999237,167.0,718.5,2.99000000954,519.359985352,0.479999989271,3652890.0,14074.4599609,4.42999982834,79.3399963379,45.7200012207,731.0,624.0,306808672.0,3884863.0,129057704.0,3656048.0,3326.0,3405241.0,12.4200000763,97.4499969482,8472.41015625,14.7399997711,6.65999984741,93.0,216.0,466.200012207,86.0,9090.0,19261.0,10846.0,1140.0
81,201011,24131,100.599998474,101.680000305,101.690002441,99.3899993896,2784634.0,10586575.0,4447907.0,5460280.0,6999303.0,3353671.0,25.9160003662,1126.20446777,1366.58129883,169.279998779,1128.07714844,2024.40002441,3241.19995117,83.5830001831,84.3413009644,305.233795166,490.746002197,904.582580566,341.528594971,555.070373535,0.445899993181,2321.0,85.0999984741,150.0,21.7700004578,165.0,740.0,2.8599998951,525.760009766,0.589999973774,2668470.0,14149.3701172,1.55999994278,10.5600004196,57.3800010681,818.0,659.0,302505600.0,3808845.0,129260432.0,5651212.0,75093.0,2672494.0,14.5600004196,107.160003662,9040.54003906,15.5600004196,7.11000013351,94.0,214.0,488.5,86.0,11215.0,16874.0,9441.0,1103.0
82,201012,24132,101.0,102.180000305,102.25,99.3899993896,2671525.0,11067787.0,4350434.0,5928398.0,6537353.0,3566312.0,40.8860015869,1147.55212402,1376.71813965,172.556900024,1146.22717285,955.799987793,3268.69995117,88.9318008423,89.2585983276,321.542205811,504.915008545,969.619018555,345.365905762,574.383117676,0.459199994802,2031.0,94.2799987793,150.0,21.7099990845,165.0,790.5,1.48000001907,533.0,0.740000009537,3576140.0,14158.3701172,9.01000022888,64.7699966431,58.0900001526,1020.0,786.0,300590912.0,3851983.0,127545968.0,11886491.0,98754.0,2850169.0,17.5100002289,118.290000916,8812.0703125,15.8000001907,6.65999984741,95.0,202.0,503.899993896,86.0,16822.0,15249.0,10020.0,1064.0
83,201101,24133,102.199996948,92.3799972534,91.0999984741,99.3899993896,2939001.0,10032454.0,4144650.0,5198546.0,7067855.0,3113341.0,26.3687992096,1120.07141113,1356.26708984,169.770904541,1119.4284668,154.699996948,1557.90002441,92.5504989624,89.6149978638,331.632995605,536.39050293,1025.43884277,346.704711914,593.195678711,0.455799996853,1401.0,96.8600006104,150.0,21.8400001526,163.0,835.0,5.34000015259,539.440002441,1.82000005245,6417303.0,14212.7197266,2.75,116.169998169,68.9700012207,714.0,633.0,305315232.0,3848595.0,127602176.0,10356396.0,94991.0,1177855.0,17.6399993896,132.479995728,7393.43994141,15.4399995804,6.13999986649,95.0,203.0,541.0,90.0,10424.0,11691.0,11837.0,1061.0
84,201102,24134,102.900001526,94.0,92.8899993896,100.870002747,2701490.0,9577653.0,3812295.0,5251712.0,5308572.0,2965215.0,21.4232006073,1118.14111328,1350.96643066,169.944107056,1119.50585938,1126.09997559,1530.80004883,100.238800049,89.8404998779,341.887786865,561.392272949,1086.02404785,366.538787842,616.750488281,0.463899999857,1181.0,104.599998474,149.0,22.3999996185,162.0,898.119995117,2.32999992371,550.33001709,1.61000001431,2071900.0,14324.1103516,6.30000019073,47.6399993896,48.8100013733,741.0,641.0,302542176.0,3827418.0,122799000.0,2977463.0,285854.0,429941.0,7.26999998093,128.36000061,9926.09960938,15.9799995422,6.36000013351,94.0,200.0,617.619995117,93.0,11808.0,10836.0,12587.0,1053.0
85,201103,24135,103.300003052,98.1800003052,97.6699981689,100.870002747,3257494.0,11519180.0,4645718.0,6242208.0,7892275.0,3908155.0,25.6131000519,1122.44543457,1376.19592285,170.951293945,1120.44091797,1329.5,2754.0,108.52519989,102.981300354,354.863006592,565.556274414,1066.60095215,372.370391846,619.948974609,0.460799992085,1493.0,114.589996338,147.0,22.6800003052,159.0,994.380004883,4.07000017166,553.059997559,2.38000011444,3886398.0,14360.4501953,3.09999990463,107.5,59.4799995422,1004.0,805.0,300805216.0,4044131.0,120571944.0,2814554.0,173254.0,444200.0,9.77000045776,126.129997253,12478.9003906,14.1999998093,8.15999984741,95.0,188.0,640.119995117,91.0,19264.0,13127.0,13871.0,1030.0
86,201104,24136,103.400001526,94.3300018311,93.2399978638,100.870002747,3575417.0,10810932.0,5095448.0,5826191.0,7634093.0,3819075.0,43.5648994446,1086.8380127,1304.81225586,166.436599731,1084.83325195,1277.59997559,3327.60009766,115.757499695,110.038497925,363.976501465,575.655517578,1097.21655273,365.442993164,628.80847168,0.442499995232,1343.0,123.910003662,147.0,22.5400009155,159.0,1045.0,4.11000013351,558.530029297,2.15000009537,3025986.0,14463.8701172,6.11000013351,210.559997559,52.8800010681,858.0,846.0,292741056.0,4108134.0,116480152.0,3344922.0,184996.0,1425152.0,11.3400001526,122.5,10427.2402344,15.3199996948,8.81999969482,95.0,187.0,666.900024414,91.0,14083.0,12118.0,13684.0,1008.0
87,201105,24137,103.599998474,93.9000015259,92.1299972534,100.870002747,3058715.0,11294812.0,5171510.0,5560190.0,7775044.0,4470666.0,20.4638996124,1083.53503418,1333.60205078,166.792495728,1084.04504395,2183.89990234,1633.80004883,108.036499023,101.339996338,344.597106934,559.123291016,1034.07275391,352.178985596,606.342285156,0.414499998093,1352.0,114.900001526,147.0,22.3400001526,159.0,1017.5,2.44000005722,563.119995117,3.23000001907,4105237.0,14666.0097656,2.57571741713e-14,170.279998779,53.3300018311,786.0,810.0,288026944.0,4072225.0,112564144.0,3174606.0,194644.0,1137208.0,14.8999996185,119.120002747,12476.9501953,14.3100004196,8.06999969482,95.0,189.0,639.5,91.0,13244.0,12686.0,13597.0,1012.0
88,201106,24138,103.800003052,94.8600006104,92.5800018311,100.870002747,3402469.0,11126426.0,4969269.0,6139413.0,7473500.0,3917067.0,19.1212005615,1081.2713623,1342.81091309,166.977996826,1080.87145996,2030.69995117,2699.60009766,107.504501343,96.2885971069,340.691802979,557.294494629,1023.6104126,344.695404053,602.93359375,0.397199988365,1433.0,115.849998474,147.0,22.5100002289,159.0,1010.61999512,4.23000001907,569.91998291,3.30999994278,3543008.0,14835.9804687,5.23000001907,96.9499969482,51.0900001526,744.0,690.0,281336576.0,4096586.0,111051776.0,4758745.0,539094.0,490378.0,15.4099998474,120.089996338,11134.4199219,14.75,7.17999982834,95.0,187.0,656.119995117,91.0,9020.0,12922.0,13176.0,997.0
89,201107,24139,104.300003052,89.9499969482,86.9300003052,100.870002747,3407616.0,11829363.0,4650594.0,5867725.0,7103827.0,3610226.0,46.5397987366,1059.5,1333.3560791,164.024200439,1058.48571777,3773.60009766,4728.0,110.150001526,97.3404998779,344.570007324,553.239013672,1063.08654785,319.658996582,596.70098877,0.412800014019,1366.0,117.949996948,141.0,23.6200008392,159.0,995.5,3.19000005722,575.549987793,1.83000004292,3436283.0,14927.7001953,10.0399999619,100.86000061,54.5499992371,740.0,675.0,277552384.0,4529423.0,106733224.0,1951163.0,34836.0,1232121.0,19.6599998474,120.75,11005.9697266,15.3800001144,6.84000015259,95.0,179.0,665.900024414,91.0,7714.0,11764.0,11245.0,982.0
90,201108,24140,105.0,90.8799972534,87.9499969482,100.870002747,3425151.0,11615644.0,4322256.0,6061222.0,7553299.0,4382667.0,4.10379981995,1073.16809082,1391.34814453,167.495895386,1074.05444336,292.600006104,371.5,104.998001099,86.3407974243,331.261688232,543.932128906,996.52911377,310.965209961,573.416015625,0.508000016212,1387.0,109.930000305,138.0,23.3299999237,159.0,969.380004883,2.3900001049,582.83001709,1.47000002861,2845474.0,15017.6503906,2.88000011444,79.7200012207,59.0900001526,699.0,685.0,270218304.0,4463399.0,103369256.0,3441748.0,114998.0,458442.0,18.6100006104,120.129997253,10452.2695312,15.470000267,6.98000001907,95.0,168.0,651.75,91.0,8504.0,11997.0,10203.0,987.0
91,201109,24141,104.900001526,94.5299987793,92.1500015259,100.870002747,3414076.0,11664544.0,4794609.0,5577654.0,7266649.0,3589834.0,12.3149003983,1118.60998535,1456.47644043,175.082000732,1125.08496094,2829.80004883,2098.19995117,105.745399475,85.5186004639,323.581390381,528.146606445,944.551879883,310.185211182,560.295227051,0.520399987698,1840.0,113.790000916,136.0,23.5400009155,158.0,976.799987793,4.30999994278,587.840026855,1.96000003815,5760414.0,15093.7900391,-5.184741525e-14,50.8300018311,60.5699996948,685.0,673.0,267120720.0,4496595.0,99827408.0,1310110.0,6758.0,460965.0,20.6000003815,123.089996338,10069.3701172,15.1899995804,6.11999988556,95.0,168.0,659.700012207,85.0,7804.0,14721.0,9208.0,991.0
92,201110,24142,104.699996948,94.3099975586,91.8399963379,100.870002747,3291812.0,11842269.0,4604885.0,5342217.0,7013690.0,3491612.0,39.0369987488,1155.44494629,1508.2199707,181.344497681,1150.23999023,4132.89990234,3547.19995117,103.536499023,86.4280014038,311.240386963,506.868011475,874.885192871,303.370910645,536.798522949,0.597800016403,2072.0,109.290000916,131.0,23.1900005341,157.0,951.880004883,3.01999998093,598.41998291,1.21000003815,3269361.0,15144.0595703,6.01000022888,63.9900016785,49.9399986267,800.0,709.0,254982016.0,4446172.0,94913072.0,1775732.0,89000.0,364150.0,17.5,119.38999939,8799.98046875,15.3400001526,5.32000017166,94.0,171.0,667.25,78.0,12326.0,15614.0,6761.0,957.0
93,201111,24143,104.800003052,94.7099990845,92.3000030518,100.870002747,3488539.0,11194390.0,5401549.0,5359717.0,7491389.0,3636085.0,30.0210990906,1132.31359863,1459.9576416,178.151794434,1134.17724609,4564.60009766,3997.19995117,107.91280365,97.1686019897,315.502288818,495.601806641,868.618103027,298.909484863,528.63861084,0.674099981785,1835.0,106.819999695,130.0,23.0900001526,157.0,990.0,3.32999992371,605.059997559,0.949999988079,4151178.0,15199.0097656,8.82999992371,69.4599990845,64.1999969482,778.0,700.0,248357440.0,4471180.0,90965200.0,3362004.0,95448.0,351526.0,24.7800006866,113.779998779,10490.0800781,15.2700004578,5.86999988556,93.0,167.0,686.25,66.0,9796.0,13541.0,6545.0,934.0
94,201112,24144,105.199996948,99.2200012207,97.4000015259,100.870002747,3719723.0,11684612.0,4600335.0,5873652.0,6848639.0,3655450.0,22.5524997711,1147.45446777,1473.43444824,180.666305542,1148.29516602,2809.30004883,2704.5,105.509498596,98.6259002686,305.140411377,480.986602783,849.789001465,289.501403809,519.586120605,0.779500007629,1869.0,107.059997559,130.0,23.4799995422,156.0,978.0,1.30999994278,613.16998291,1.32000005245,3059075.0,15259.6503906,26.5300006866,98.8199996948,64.1100006104,847.0,793.0,239829920.0,4432612.0,86629872.0,3121773.0,24324.0,2105191.0,24.1100006104,111.559997559,10665.0595703,14.470000267,6.57999992371,91.0,155.0,671.200012207,66.0,15663.0,13935.0,5947.0,903.0
95,201201,24145,105.620002747,96.3899993896,93.8399963379,103.190002441,3277663.0,9794038.0,4123520.0,5242299.0,6832463.0,3694504.0,-22.9234008789,1145.84997559,1488.73706055,181.473495483,1144.56005859,-968.799987793,-1624.0,109.515701294,100.216300964,312.82598877,488.122589111,899.330993652,294.42678833,530.96307373,0.798200011253,1039.0,111.800003052,128.0,23.3899993896,152.0,1007.5,5.23999977112,619.780029297,2.21000003815,5112962.0,15331.9404297,14.6199998856,93.2300033569,59.3199996948,811.0,695.0,232434096.0,4355579.0,85923824.0,5391566.0,11797.0,1688348.0,18.3600006104,116.459999084,11243.8896484,15.0600004196,5.59999990463,90.0,164.0,732.0,60.0,15595.0,9096.0,5662.0,914.0
96,201202,24146,106.019996643,93.6500015259,90.5299987793,103.190002441,3503412.0,10500481.0,5619301.0,5708288.0,6109234.0,4143404.0,12.1618995667,1123.34765625,1433.64794922,178.285705566,1122.94274902,557.299987793,1310.09997559,116.180900574,102.408500671,317.514007568,499.062988281,950.942993164,293.93951416,547.179016113,0.758400022984,703.0,119.790000916,126.0,23.3999996185,151.0,1021.88000488,1.60000002384,630.059997559,2.75,3372292.0,15409.1201172,19.1800003052,98.1100006104,64.9800033569,798.0,687.0,223013584.0,4257389.0,81115120.0,2041277.0,4957.0,642375.0,18.6000003815,117.019996643,11029.4902344,14.7899999619,5.30000019073,88.0,146.0,732.75,53.0,11219.0,7307.0,5686.0,944.0
97,201203,24147,106.050003052,98.1500015259,95.3000030518,103.190002441,3329167.0,11043090.0,5934644.0,5883404.0,7091192.0,3979383.0,22.7640991211,1125.90466309,1364.07995605,178.317596436,1126.93798828,2971.39990234,2926.30004883,122.487197876,106.205001831,315.650390625,501.433105469,932.432189941,288.348602295,544.083618164,0.741800010204,859.0,124.11000061,126.0,23.4500007629,151.0,1041.59997559,2.5,635.099975586,3.76999998093,4384415.0,15487.9404297,32.8400001526,204.240005493,62.8699989319,823.0,668.0,216947680.0,4124514.0,80113056.0,1401168.0,4380.0,998965.0,20.1299991608,107.459999084,13240.1796875,14.5600004196,5.88000011444,85.0,143.0,733.299987793,53.0,12780.0,8370.0,6244.0,1040.0
98,201204,24148,106.040000916,103.379997253,101.779998779,105.260002136,2751440.0,10463536.0,5307363.0,5496773.0,6916436.0,3950597.0,21.3756999969,1135.55004883,1393.86901855,180.091003418,1135.41003418,1734.0,1750.80004883,117.338500977,103.387496948,303.56149292,490.946990967,908.562011719,288.468994141,538.48651123,0.73140001297,1021.0,117.180000305,126.0,23.6000003815,151.0,1038.75,2.98000001907,641.260009766,3.6099998951,4751047.0,15658.8300781,34.0699996948,132.660003662,57.6899986267,779.0,635.0,205471792.0,3924652.0,78161896.0,1224697.0,6881.0,605978.0,22.9400005341,103.589996338,12978.9697266,14.6800003052,6.34999990463,84.0,140.0,721.75,52.0,12574.0,9526.0,6520.0,1213.0
99,201205,24149,106.230003357,104.230003357,102.440002441,105.260002136,3093618.0,10716031.0,4726886.0,5290957.0,7091267.0,3826341.0,23.9200992584,1154.26660156,1447.08093262,182.55380249,1157.07141113,3574.89990234,1715.90002441,107.320899963,94.560798645,290.033599854,480.906799316,879.229003906,276.620910645,526.575927734,0.732299983501,1101.0,107.980003357,126.0,23.8999996185,151.0,978.119995117,3.31999993324,646.809997559,3.38000011444,4240671.0,15757.4199219,27.4799995422,161.729995728,63.8400001526,754.0,614.0,196733536.0,3798873.0,75368056.0,2077281.0,29204.0,2160386.0,24.4099998474,95.8300018311,12466.4404297,14.3299999237,6.13999986649,82.0,141.0,672.25,52.0,14438.0,10406.0,6618.0,1313.0
100,201206,24150,106.080001831,103.059997559,100.980003357,105.260002136,3402562.0,10828778.0,4977490.0,5093984.0,6450084.0,3764716.0,51.6897010803,1165.50500488,1469.0760498,183.128997803,1163.77001953,5879.89990234,5053.79980469,94.381401062,82.4051971436,272.29800415,474.815704346,843.507629395,268.947113037,510.546600342,0.736599981785,937.0,91.2300033569,125.0,23.8400001526,151.0,897.200012207,3.70000004768,653.630004883,2.30999994278,6374475.0,15890.5097656,23.2099990845,148.86000061,58.3100013733,678.0,577.0,184740352.0,3652986.0,72187208.0,3272406.0,55803.0,578673.0,23.4300003052,87.1900024414,11160.5703125,15.0200004578,5.44999980927,79.0,138.0,592.599975586,53.0,12822.0,9180.0,6434.0,1316.0
101,201207,24151,105.839996338,98.75,95.5899963379,105.260002136,3337718.0,11247341.0,4692004.0,5267518.0,6643524.0,3604758.0,26.9078006744,1143.36364746,1446.37805176,179.473098755,1142.33178711,6144.29980469,5340.60009766,99.0849990845,87.908996582,295.485687256,480.904693604,801.850402832,268.876098633,500.598999023,0.730400025845,1056.0,104.180000305,125.0,23.5300006866,150.0,916.119995117,2.93000006676,664.510009766,2.27999997139,3253205.0,16010.1201172,20.5799999237,61.3199996948,57.8699989319,640.0,564.0,173442752.0,3559932.0,66748568.0,1117179.0,143488.0,725766.0,22.0400009155,88.2399978638,12160.0595703,14.6599998474,4.55999994278,77.0,132.0,614.380004883,51.0,9169.0,9605.0,6306.0,1305.0
102,201208,24152,106.330001831,96.0800018311,92.3000030518,105.260002136,3179794.0,11061861.0,4221898.0,5100299.0,6542002.0,3232145.0,19.2950000763,1131.69091797,1438.35314941,177.927703857,1132.05895996,2504.30004883,2514.0,108.58139801,94.1607971191,303.808197021,488.351715088,826.716491699,274.553894043,510.03338623,0.717599987984,761.0,113.019996643,122.0,23.5900001526,149.0,977.5,1.24000000954,669.380004883,2.46000003815,1551087.0,16050.7001953,21.3999996185,65.9300003052,62.4500007629,617.0,581.0,167007040.0,3642102.0,64337548.0,2594284.0,19960.0,815944.0,19.0900001526,91.0,12580.6103516,14.9899997711,5.19000005722,74.0,129.0,657.700012207,43.0,7380.0,7558.0,6260.0,1264.0
103,201209,24153,107.089996338,93.9400024414,89.6200027466,105.260002136,2967153.0,11783076.0,4813842.0,5326948.0,6677077.0,3276136.0,28.5300006866,1124.77502441,1438.62548828,177.842498779,1123.65002441,5913.10009766,5486.60009766,111.194000244,94.6829986572,310.694702148,493.583587646,881.638916016,277.055206299,525.028869629,0.669000029564,707.0,110.349998474,121.0,23.5200004578,149.0,2511.25,3.08999991417,672.549987793,3.52999997139,3700295.0,16094.4296875,22.3400001526,89.4499969482,65.0100021362,637.0,606.0,163222992.0,3579450.0,63840540.0,981001.0,55734.0,541088.0,16.8600006104,88.9599990845,12539.2304687,14.2100000381,5.17000007629,73.0,122.0,663.0,40.0,8819.0,7487.0,6200.0,1226.0
