,69813,30916,06.02.023.525,13.01.006.002.002,94431,13.01.006.002.020,12508,14.09.002.003,88944,13.01.005.002.020,533973,46218,58618,19597,13.03.006.001.001,13.03.007.001.005,46206,14.09.005.014,14.09.005.012,30234,14.09.005.011,13.01.005.002.002,14.09.005.013,13.01.006.002.001,97738,45376,45390,29820,06.02.021.424,13.01.005.002.001,13.03.006.001.026,13.03.006.001.002,86174,14.09.005.001,13.06.001.002,45378,29454,46204,20651,97730,14970,13.06.001.001,24447,30213,06.02.021.426,98499,30932,14.09.002.004,29894,14948
0,1.05346975009,-0.430283402369,-0.237974046331,-0.179155630644,1.4510679776,1.56044811641,1.07325899208,0.545138231921,0.0438804839822,2.42062005477,1.20807466956,0.374411943107,0.112989667729,-0.095066357672,-0.180547467816,-0.206722094721,0.87371873565,0.413923956638,0.532075963338,-0.281494404857,0.829356879911,0.668391478432,-0.215545038358,2.40302345617,1.9989512803,0.102751515038,0.563391438764,-0.125551486533,0.196197007504,1.59090717719,-0.261929921202,-0.800022360832,0.95722810709,0.966230121517,-0.376730735264,1.46853752426,0.969472516029,-0.567839434893,1.51994888303,0.0230570063217,-0.569877794432,-0.532882768796,-0.950393878979,-0.810696372436,0.251278415371,-0.771236636632,-2.22620184287,-1.88067574694,-7.70287559096,0.0305450776807
1,1.15412897716,-0.257123923587,-0.238328560703,0.0741211243977,1.20270381881,1.51895977025,0.896965546151,0.447485956838,0.108970795168,2.47972130783,1.17609541354,0.172321957888,0.123742312615,0.115362697241,-0.162419613493,-0.17541222226,0.698661419892,0.173819219658,0.292966313711,-0.240894765951,0.397863905055,0.699423098051,-0.595608396077,2.0410743036,1.57738450936,0.148457541472,0.482004036415,0.0177799236371,-0.152762428382,1.35792336823,-0.247159671833,-0.577464105997,0.476089413045,0.576470913637,-0.0543968008863,1.36993752589,1.04039539799,-0.541126029858,1.1328508292,-0.539386341932,-0.848538166582,-0.291153868856,-0.251024049023,-0.870401939742,-0.088186598476,-0.148289592522,-2.11577361988,-1.82519184306,-4.55509665234,0.456907615979
2,1.15440491897,-0.142413566528,-0.23891741948,0.321234521908,1.03522715881,1.30806600125,0.810138787866,0.354668981838,0.171622665866,2.27803303902,1.1135901758,0.0110955698975,0.115635767548,0.268987558984,-0.12323967083,-0.110443898998,0.45294955194,-0.0477890458638,0.0960004446494,-0.209658274365,0.00222935360103,0.644158872004,-0.863697413387,1.44033011132,1.22902434605,0.188210008911,0.379692476197,0.155299584851,-0.509464730002,0.962304222109,-0.215324472023,-0.433404725002,0.0421992214276,0.241547723862,0.296521120277,1.25058899031,1.04846955736,-0.54111833263,0.696391326417,-0.903706337613,-0.989308903369,-0.00272365905749,0.376778503375,-0.912572783024,-0.434120520314,0.386094675097,-2.03456082597,-1.76495743582,-2.25624315308,0.870015881694
3,0.954193545978,-0.122440319336,-0.240173860036,0.346543430827,0.917694735512,0.954521015262,0.814278472595,0.269998885626,0.193808138712,1.80000392952,0.968903808209,-0.104169446952,0.131566780433,0.387925868902,-0.160628863805,-0.149449107961,0.189947742929,-0.165333390612,-0.00119407464328,-0.183855445838,-0.266052135382,0.494411576655,-0.988001254858,0.689207557088,1.0197169866,0.197906235054,0.295160355124,0.267285472873,-0.854499685232,0.43448957001,-0.245954156779,-0.309018702816,-0.226173089085,0.0733201999921,0.389563957264,1.04697453411,1.00740264471,-0.570507635761,0.285234645966,-0.913015097468,-0.859903349667,0.22108122605,0.837991640057,-0.926973158353,-0.765514664742,0.75021634713,-1.9582754299,-1.69787197384,-0.645575453408,1.19410815831
4,0.730463649404,-0.180632893878,-0.242671126834,0.268758063887,0.832857529768,0.714974591705,0.859466237058,0.208159278837,0.159913994935,1.27874668315,0.754600353163,-0.151056606199,0.1988218645,0.440687591708,-0.27338038661,-0.253879882671,0.00332327182999,-0.190523370244,-0.0104920133107,-0.165417259366,-0.370381584492,0.315727212485,-1.0081363602,0.145608250058,0.98270547309,0.17425148625,0.225718941617,0.335137431013,-1.03219348541,0.0352218569261,-0.338184633795,-0.227041109145,-0.21805572232,0.0351578399995,0.316574729382,0.805981483681,1.0066512678,-0.600463905908,0.175386070647,-0.531245334943,-0.422058617747,0.399347958385,1.28021000691,-0.910626066487,-0.937191744723,0.931771045638,-1.87902009639,-1.62300743534,0.336788225211,1.36489152176
5,0.569728355608,-0.183961550722,-0.246996827374,0.209449992408,0.870497010962,0.489343236831,0.983282319775,0.194220667708,0.124316625017,0.760066154158,0.490520470476,-0.188976537814,0.326605805699,0.48595765124,-0.459573379082,-0.455965546545,-0.0744280634177,-0.107552100698,0.0774708109368,-0.154029142934,-0.32728656809,0.135599295772,-0.814597947832,-0.0155349821534,1.07842500887,0.146777401421,0.18791522356,0.396457779568,-0.781460348968,-0.19331318107,-0.49055714466,-0.205205242189,0.0104446336396,0.146713272788,0.0582750755095,0.620201950038,1.10565464492,-0.619883041066,0.413936789358,0.0747633563029,0.175873816875,0.26718247039,1.44884462042,-0.885691141638,-0.701598963657,0.960715339472,-1.85151993871,-1.53574146828,0.629932849083,1.37679011985
6,0.490418115768,-0.162932161979,-0.25350320551,0.230782279375,1.04554851654,0.270084293543,1.19482223348,0.153618620487,0.0930085695006,0.159451896069,0.19744075685,-0.24201575617,0.437828762243,0.48733591329,-0.776151962063,-0.794200042982,-0.0734739703975,0.00760292148325,0.173923434834,-0.159661089278,-0.231564366867,0.0217222727927,-0.481373319897,-0.156460169847,1.2677928232,0.125037171818,0.156015524877,0.419546237446,-0.143852061965,-0.131613508489,-0.749161376162,-0.202502941491,0.275900229086,0.298844675837,-0.00542297489029,0.541994948928,1.29728539662,-0.6244831766,0.796379413673,0.560811601226,0.618292479116,0.249022387725,1.25844433074,-0.856198234676,-0.0995738774702,0.895750110842,-1.86744534896,-1.44834720384,0.755516216258,1.36104864945
7,0.569682698933,-0.140233899863,-0.261874571394,0.308545605377,1.29433730388,0.176146379038,1.43444901906,0.117880783544,0.0522602986378,-0.0831391438765,-0.0785019105725,-0.241730685374,0.491600133001,0.398119310579,-1.1368442023,-1.17304857645,-0.0164312756024,0.106259983947,0.252330399531,-0.160961279071,-0.167626108013,-0.075179840588,-0.248585588712,-0.249042884965,1.47576682293,0.115953330579,0.105842412838,0.360633714196,0.673072095803,0.0465236772861,-1.0440960648,-0.25765754497,0.496241004778,0.397513522272,0.0508380009934,0.545361858237,1.57119789992,-0.591325788545,1.14577697461,0.851790598294,0.860762067364,0.263699298699,0.6999434604,-0.826204089098,0.676594781083,0.77039892531,-1.87765702319,-1.36746625681,0.614271040191,1.41038183429
8,0.840593752329,-0.132842175572,-0.270476663671,0.405076642901,1.59304507193,0.0649689892133,1.63623766756,0.0971910557333,0.0324784544615,-0.108985199894,-0.26824071833,-0.204031881723,0.448389696346,0.29034817228,-1.47219013678,-1.52716976308,0.120969075315,0.164520763318,0.244061327572,-0.152781223307,-0.111820546836,-0.0582679118008,0.0126258686277,-0.0325939594183,1.62252476081,0.133740907076,0.0991773921775,0.253344661788,1.21244536279,0.435292957107,-1.31870967022,-0.357467807707,0.672322864258,0.429694378779,0.0997005612477,0.598339452442,1.82141652119,-0.533153074238,1.40919602405,0.950939504153,0.931866130566,0.22850209004,-0.0475450667787,-0.784467917663,1.20481298296,0.534560844763,-1.88569027163,-1.31062682487,0.517792473508,1.51081644118
9,1.28421834304,-0.113056379947,-0.275519512881,0.47094842717,1.93283108249,0.0308073450773,1.648280166,0.150962406585,0.0334838773139,-0.242912552328,-0.350375063417,-0.172596130392,0.337556952219,0.158617311447,-1.63906665463,-1.68419361911,0.356740358004,0.215419118326,0.205257469583,-0.146045744316,-0.0620465524274,-0.0160580809523,0.246224285719,0.17056838639,1.68946403762,0.174977062411,0.118406507158,0.135927300453,1.29952642441,0.692185503746,-1.45591371717,-0.529888580132,0.817210605119,0.450678151025,-0.126318126876,0.726759411551,1.89219305779,-0.454052789565,1.52175885573,0.826695892688,0.775998488053,-0.073053246648,-0.780114238569,-0.75287404904,1.31253238557,0.224765984266,-1.88117027809,-1.27951296189,0.536539320007,1.60530244047
10,1.80252785266,-0.0917032270014,-0.270197232237,0.392198704863,2.15398971118,-0.0803434730572,1.4354357349,0.28092816642,0.134546640541,-0.65235458464,-0.375340945112,-0.168724557707,0.165049121147,0.166552771822,-1.48837317171,-1.52421146147,0.658420771428,0.217384962159,0.134786699815,-0.14185523856,-0.0777415905126,-0.0203953212476,0.409933217808,0.175082081479,1.61652109299,0.230454105503,0.123386220352,0.113694865409,0.971591747613,0.656718416959,-1.33273379566,-0.650531421696,0.889886741886,0.46577262053,-0.308784453641,0.945588720257,1.8826039898,-0.37244845033,1.54864830515,0.486263540712,0.381435760441,-0.380780276723,-1.34609190156,-0.724820174338,1.0310936222,-0.0400736984067,-1.87877240534,-1.2558325768,0.548997680642,1.6303272971
11,2.17403551825,-0.0788832479334,-0.2441837327,0.274498358829,2.31988686299,-0.0161163542358,1.1617249917,0.463573475046,0.352605267463,-1.02241664889,-0.330492224142,-0.1978843522,-0.051799015842,0.295920475026,-1.2038801704,-1.21053026919,0.964010241959,0.214211388782,0.070309674264,-0.153531818757,-0.0493283845698,0.016304294396,0.552405937497,0.164978681146,1.35631099507,0.287381191377,0.100852124063,0.245492374891,0.0764229957451,0.39356051304,-1.0955446238,-0.725304118361,0.87812871427,0.528664450241,-0.635984175799,1.22844236781,1.80985371247,-0.341120079353,1.50550476155,0.0587436159258,-0.0860287941872,-0.827095025613,-1.50532704401,-0.723197876148,0.213801687245,-0.199321864282,-1.82731067833,-1.21660614701,0.787382206535,1.58951816878
